"ID","year","julian","Site.Code","Date","Site","Collection","Mooring.Code","Sampling.Interval","SFLA_count","SFLA_settlement_rate","marine_reserve","date","temp_index","temp_c_mid","cdd_8","rolling8d","cdd_16","rolling16d"
"2015_194_ORF",2015,194,"ORF",2015-07-13,"CF",2,"CF04",14,0,0,"Otter Rock","2015-07-13",2.65144424255467,14.6525625,105.7228125,1.80613323740346,176.40675,0.518102637962594
"2015_194_ORF",2015,194,"ORF",2015-07-13,"CF",3,"CF06",14,0,0,"Otter Rock","2015-07-13",2.65144424255467,14.6525625,105.7228125,1.80613323740346,176.40675,0.518102637962594
"2015_194_ORF",2015,194,"ORF",2015-07-13,"CF",4,"CF03",14,0,0,"Otter Rock","2015-07-13",2.65144424255467,14.6525625,105.7228125,1.80613323740346,176.40675,0.518102637962594
"2015_194_ORF",2015,194,"ORF",2015-07-13,"CF",1,"CF05",14,0,0,"Otter Rock","2015-07-13",2.65144424255467,14.6525625,105.7228125,1.80613323740346,176.40675,0.518102637962594
"2015_200_RR",2015,200,"RR",2015-07-19,"RR",1,"RR01",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_200_RR",2015,200,"RR",2015-07-19,"RR",2,"RR02",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_200_RR",2015,200,"RR",2015-07-19,"RR",3,"RR03",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_200_RR",2015,200,"RR",2015-07-19,"RR",4,"RR04",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_200_RRH",2015,200,"RRH",2015-07-19,"HH",1,"HH01",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_200_RRH",2015,200,"RRH",2015-07-19,"HH",2,"HH02",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_200_RRH",2015,200,"RRH",2015-07-19,"HH",3,"HH03",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_200_RRH",2015,200,"RRH",2015-07-19,"HH",4,"HH04",18,0,0,"Redfish Rocks","2015-07-19",-0.118229824198917,9.443520833,84.8284375015,0.600005347813339,185.6518541765,1.21896123925077
"2015_208_OR",2015,208,"OR",2015-07-27,"OR",3,"OR05",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_OR",2015,208,"OR",2015-07-27,"OR",4,"OR07",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_OR",2015,208,"OR",2015-07-27,"OR",1,"OR02",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_OR",2015,208,"OR",2015-07-27,"OR",2,"OR01",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_ORF",2015,208,"ORF",2015-07-27,"CF",3,"CF04",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_ORF",2015,208,"ORF",2015-07-27,"CF",4,"CF05",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_ORF",2015,208,"ORF",2015-07-27,"CF",2,"CF06",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_ORF",2015,208,"ORF",2015-07-27,"CF",1,"CF03",14,0,0,"Otter Rock","2015-07-27",1.76769601601606,13.15,99.82227083,1.37232489028981,198.93077082,1.34608664254616
"2015_208_RR",2015,208,"RR",2015-07-27,"RR",1,"RR01",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_208_RR",2015,208,"RR",2015-07-27,"RR",2,"RR02",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_208_RR",2015,208,"RR",2015-07-27,"RR",3,"RR03",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_208_RR",2015,208,"RR",2015-07-27,"RR",4,"RR04",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_208_RRH",2015,208,"RRH",2015-07-27,"HH",1,"HH01",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_208_RRH",2015,208,"RRH",2015-07-27,"HH",2,"HH02",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_208_RRH",2015,208,"RRH",2015-07-27,"HH",3,"HH03",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_208_RRH",2015,208,"RRH",2015-07-27,"HH",4,"HH04",8,0,0,"Redfish Rocks","2015-07-27",0.366951738244529,10.227145835,78.5388124975,0.113227539736191,163.367249999,0.356616443774765
"2015_222_OR",2015,222,"OR",2015-08-10,"OR",2,"OR01",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_222_OR",2015,222,"OR",2015-08-10,"OR",3,"OR05",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_222_OR",2015,222,"OR",2015-08-10,"OR",4,"OR07",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_222_OR",2015,222,"OR",2015-08-10,"OR",1,"OR02",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_222_ORF",2015,222,"ORF",2015-08-10,"CF",4,"CF05",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_222_ORF",2015,222,"ORF",2015-08-10,"CF",3,"CF04",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_222_ORF",2015,222,"ORF",2015-08-10,"CF",1,"CF03",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_222_ORF",2015,222,"ORF",2015-08-10,"CF",2,"CF06",14,0,0,"Otter Rock","2015-08-10",0.624127795917503,11.2056875,78.120750002,-0.223172846487829,159.355020835,-0.108719682614144
"2015_225_RR",2015,225,"RR",2015-08-13,"RR",1,"RR01",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_225_RR",2015,225,"RR",2015-08-13,"RR",2,"RR02",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_225_RR",2015,225,"RR",2015-08-13,"RR",3,"RR03",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_225_RR",2015,225,"RR",2015-08-13,"RR",4,"RR04",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_225_RRH",2015,225,"RRH",2015-08-13,"HH",1,"HH01",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_225_RRH",2015,225,"RRH",2015-08-13,"HH",2,"HH02",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_225_RRH",2015,225,"RRH",2015-08-13,"HH",3,"HH03",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_225_RRH",2015,225,"RRH",2015-08-13,"HH",4,"HH04",17,0,0,"Redfish Rocks","2015-08-13",1.71086880160425,12.397729165,85.90429166,0.683269760040182,171.56187499,0.673722915829645
"2015_237_OR",2015,237,"OR",2015-08-25,"OR",1,"OR07",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_237_OR",2015,237,"OR",2015-08-25,"OR",4,"OR02",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_237_OR",2015,237,"OR",2015-08-25,"OR",2,"OR05",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_237_OR",2015,237,"OR",2015-08-25,"OR",3,"OR01",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_237_ORF",2015,237,"ORF",2015-08-25,"CF",4,"CF03",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_237_ORF",2015,237,"ORF",2015-08-25,"CF",1,"CF05",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_237_ORF",2015,237,"ORF",2015-08-25,"CF",2,"CF04",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_237_ORF",2015,237,"ORF",2015-08-25,"CF",3,"CF06",15,0,0,"Otter Rock","2015-08-25",-0.122309411477949,9.9365833335,78.2428541645,-0.214195737626936,176.1133750045,0.507318160112925
"2015_239_RR",2015,239,"RR",2015-08-27,"RR",1,"RR01",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_239_RR",2015,239,"RR",2015-08-27,"RR",2,"RR02",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_239_RR",2015,239,"RR",2015-08-27,"RR",3,"RR03",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_239_RR",2015,239,"RR",2015-08-27,"RR",4,"RR04",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_239_RRH",2015,239,"RRH",2015-08-27,"HH",1,"HH01",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_239_RRH",2015,239,"RRH",2015-08-27,"HH",2,"HH02",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_239_RRH",2015,239,"RRH",2015-08-27,"HH",3,"HH03",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_239_RRH",2015,239,"RRH",2015-08-27,"HH",4,"HH04",14,0,0,"Redfish Rocks","2015-08-27",2.25401829857948,13.274979165,89.939708335,0.995585881030736,177.394979168,0.89944588534267
"2015_251_RR",2015,251,"RR",2015-09-08,"RR",1,"RR01",12,0,0,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_251_RR",2015,251,"RR",2015-09-08,"RR",2,"RR02",12,0,0,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_251_RR",2015,251,"RR",2015-09-08,"RR",3,"RR03",12,0,0,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_251_RR",2015,251,"RR",2015-09-08,"RR",4,"RR04",12,0,0,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_251_RRH",2015,251,"RRH",2015-09-08,"HH",1,"HH01",12,0,0,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_251_RRH",2015,251,"RRH",2015-09-08,"HH",2,"HH02",12,0,0,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_251_RRH",2015,251,"RRH",2015-09-08,"HH",3,"HH03",12,1,0.056666667,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_251_RRH",2015,251,"RRH",2015-09-08,"HH",4,"HH04",12,0,0,"Redfish Rocks","2015-09-08",0.0954543826009126,9.7886458335,99.8315833285,1.76115540608935,206.6672291685,2.03219081716831
"2015_254_OR",2015,254,"OR",2015-09-11,"OR",4,"OR07",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2015_254_OR",2015,254,"OR",2015-09-11,"OR",3,"OR05",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2015_254_OR",2015,254,"OR",2015-09-11,"OR",1,"OR02",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2015_254_OR",2015,254,"OR",2015-09-11,"OR",2,"OR01",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2015_254_ORF",2015,254,"ORF",2015-09-11,"CF",4,"CF05",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2015_254_ORF",2015,254,"ORF",2015-09-11,"CF",2,"CF06",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2015_254_ORF",2015,254,"ORF",2015-09-11,"CF",3,"CF04",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2015_254_ORF",2015,254,"ORF",2015-09-11,"CF",1,"CF03",17,0,0,"Otter Rock","2015-09-11",0.990698958308541,11.8289375,110.087437495,2.12702085429438,213.405499995,1.87817832916622
"2016_124_OR",2016,124,"OR",2016-05-03,"OR",1,"OR02",13,0,0,"Otter Rock","2016-05-03",1.67941064378375,12.999895835,97.97227084,1.23631272688072,NA,NA
"2016_124_ORF",2016,124,"ORF",2016-05-03,"CF",4,"CF05",13,0,0,"Otter Rock","2016-05-03",1.67941064378375,12.999895835,97.97227084,1.23631272688072,NA,NA
"2016_124_RR",2016,124,"RR",2016-05-03,"RR",1,"RR01",13,4,0.269230769,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_124_RR",2016,124,"RR",2016-05-03,"RR",2,"RR02",13,0,0,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_124_RR",2016,124,"RR",2016-05-03,"RR",3,"RR03",13,2,0.153846154,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_124_RR",2016,124,"RR",2016-05-03,"RR",4,"RR04",13,1,0.051282051,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_124_RRH",2016,124,"RRH",2016-05-03,"HH",1,"HH01",13,0,0,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_124_RRH",2016,124,"RRH",2016-05-03,"HH",2,"HH02",13,1,0.076923077,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_124_RRH",2016,124,"RRH",2016-05-03,"HH",3,"HH03",13,0,0,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_124_RRH",2016,124,"RRH",2016-05-03,"HH",4,"HH04",13,0,0,"Redfish Rocks","2016-05-03",0.18982319030093,9.9410625015,80.043291666,0.229664858570686,NA,NA
"2016_125_OR",2016,125,"OR",2016-05-04,"OR",2,"OR01",13,0,0,"Otter Rock","2016-05-04",0.542777817741473,11.067375,96.237125005,1.10874465113786,NA,NA
"2016_126_OR",2016,126,"OR",2016-05-05,"OR",3,"OR05",13,0,0,"Otter Rock","2016-05-05",-0.604209086482876,9.11725,92.598187505,0.841209643267151,NA,NA
"2016_127_OR",2016,127,"OR",2016-05-06,"OR",4,"OR07",13,0,0,"Otter Rock","2016-05-06",-0.552046583531321,9.2059375,89.226937505,0.593355044147458,194.534750015,1.18448872273228
"2016_128_ORF",2016,128,"ORF",2016-05-07,"CF",1,"CF03",13,0,0,"Otter Rock","2016-05-07",-0.326646244941584,9.5891666665,86.4408333365,0.38852041847767,190.9212916815,1.05165783408781
"2016_129_ORF",2016,129,"ORF",2016-05-08,"CF",2,"CF06",13,0,0,"Otter Rock","2016-05-08",-0.326070337677919,9.590145833,84.7617708345,0.265075594353052,186.9668541795,0.906292536082308
"2016_130_ORF",2016,130,"ORF",2016-05-09,"CF",3,"CF04",13,0,0,"Otter Rock","2016-05-09",-0.237025256783807,9.7415416665,83.512250001,0.173210711808344,183.126187511,0.765109458963518
"2016_138_OR",2016,138,"OR",2016-05-17,"OR",1,"OR02",14,0,0,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_OR",2016,138,"OR",2016-05-17,"OR",2,"OR01",14,0,0,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_OR",2016,138,"OR",2016-05-17,"OR",4,"OR07",14,2,0.142857143,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_OR",2016,138,"OR",2016-05-17,"OR",3,"OR05",14,0,0,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_ORF",2016,138,"ORF",2016-05-17,"CF",3,"CF04",14,0,0,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_ORF",2016,138,"ORF",2016-05-17,"CF",4,"CF05",14,2,0.142857143,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_ORF",2016,138,"ORF",2016-05-17,"CF",1,"CF03",14,0,0,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_ORF",2016,138,"ORF",2016-05-17,"CF",2,"CF06",14,0,0,"Otter Rock","2016-05-17",-0.110472678369281,9.9567083315,80.209729167,-0.0695909129289212,163.721979168,0.0518098994397113
"2016_138_RR",2016,138,"RR",2016-05-17,"RR",1,"RR01",14,12,0.857142857,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_138_RR",2016,138,"RR",2016-05-17,"RR",2,"RR02",14,0,0,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_138_RR",2016,138,"RR",2016-05-17,"RR",3,"RR03",14,27,1.892857143,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_138_RR",2016,138,"RR",2016-05-17,"RR",4,"RR04",14,16,1.142857143,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_138_RRH",2016,138,"RRH",2016-05-17,"HH",1,"HH01",14,0,0,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_138_RRH",2016,138,"RRH",2016-05-17,"HH",2,"HH02",14,13,0.928571429,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_138_RRH",2016,138,"RRH",2016-05-17,"HH",3,"HH03",14,0,0,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_138_RRH",2016,138,"RRH",2016-05-17,"HH",4,"HH04",14,0,0,"Redfish Rocks","2016-05-17",-0.61992205681527,8.6332291665,73.0687708325,-0.310119621674225,138.8552916665,-0.591920022324919
"2016_153_OR",2016,153,"OR",2016-06-01,"OR",1,"OR02",15,6,0.4,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_153_OR",2016,153,"OR",2016-06-01,"OR",2,"OR01",15,0,0,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_153_OR",2016,153,"OR",2016-06-01,"OR",4,"OR07",15,8,0.533333333,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_153_OR",2016,153,"OR",2016-06-01,"OR",3,"OR05",15,3,0.2,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_153_ORF",2016,153,"ORF",2016-06-01,"CF",4,"CF05",15,2,0.133333333,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_153_ORF",2016,153,"ORF",2016-06-01,"CF",3,"CF04",15,9,0.6,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_153_ORF",2016,153,"ORF",2016-06-01,"CF",2,"CF06",15,0,0,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_153_ORF",2016,153,"ORF",2016-06-01,"CF",1,"CF03",15,3,0.2,"Otter Rock","2016-06-01",-0.186663995711977,9.827166667,89.210687499,0.59216034226453,175.3710416605,0.480029953455112
"2016_154_RR",2016,154,"RR",2016-06-02,"RR",1,"RR01",16,13,0.841666667,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_154_RR",2016,154,"RR",2016-06-02,"RR",2,"RR02",16,14,0.886755951,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_154_RR",2016,154,"RR",2016-06-02,"RR",3,"RR03",16,7,0.465922618,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_154_RR",2016,154,"RR",2016-06-02,"RR",4,"RR04",16,9,0.586160713,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_154_RRH",2016,154,"RRH",2016-06-02,"HH",1,"HH01",16,6,0.3625,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_154_RRH",2016,154,"RRH",2016-06-02,"HH",2,"HH02",16,4,0.229166667,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_154_RRH",2016,154,"RRH",2016-06-02,"HH",3,"HH03",16,10,0.642857143,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_154_RRH",2016,154,"RRH",2016-06-02,"HH",4,"HH04",16,11,0.697916667,"Redfish Rocks","2016-06-02",-1.10937317427596,7.8427083335,63.4827291675,-1.05201955161557,137.0270625005,-0.66266679860508
"2016_168_OR",2016,168,"OR",2016-06-16,"OR",4,"OR02",14,0,0,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_168_OR",2016,168,"OR",2016-06-16,"OR",1,"OR07",14,0,0,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_168_OR",2016,168,"OR",2016-06-16,"OR",2,"OR05",14,0,0,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_168_OR",2016,168,"OR",2016-06-16,"OR",3,"OR01",14,1,0.071428571,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_168_ORF",2016,168,"ORF",2016-06-16,"CF",1,"CF05",14,1,0.071428571,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_168_ORF",2016,168,"ORF",2016-06-16,"CF",2,"CF04",14,0,0,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_168_ORF",2016,168,"ORF",2016-06-16,"CF",4,"CF03",14,0,0,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_168_ORF",2016,168,"ORF",2016-06-16,"CF",3,"CF06",14,0,0,"Otter Rock","2016-06-16",1.40824404790312,12.538854165,85.3180624965,0.305974206701183,162.819770832,0.0186446809833931
"2016_174_RR",2016,174,"RR",2016-06-22,"RR",1,"RR01",20,1,0.05,"Redfish Rocks","2016-06-22",-0.84427370487609,8.270875,74.7047083355,-0.183508246376795,149.740166674,-0.170709251096515
"2016_174_RR",2016,174,"RR",2016-06-22,"RR",2,"RR02",20,0,0,"Redfish Rocks","2016-06-22",-0.84427370487609,8.270875,74.7047083355,-0.183508246376795,149.740166674,-0.170709251096515
