Date,Site Code,Collection,Mooring Code,Sampling Interval,SFLA_count,SFLA_settlement_rate
7/7/21,CF,02,CF06,14,3,0.214285714
7/7/21,CF,03,CF04,14,12,0.857142857
7/7/21,CF,04,CF05,14,11,0.785714286
7/21/21,OR,01,OR02,14,1,0.071428571
7/21/21,OR,02,OR01,14,2,0.142857143
7/21/21,OR,03,OR05,14,4,0.285714286
7/21/21,OR,04,OR07,14,4,0.285714286
7/21/21,CF,01,CF03,14,6,0.428571429
7/21/21,CF,02,CF06,14,2,0.142857143
7/21/21,CF,03,CF04,14,2,0.142857143
7/21/21,CF,04,CF05,14,8,0.571428571
8/5/21,CF,01,CF03,15,1,0.066666667
8/5/21,CF,02,CF06,15,1,0.066666667
8/5/21,CF,03,CF04,15,0,0
8/5/21,CF,04,CF05,15,0,0
8/25/21,OR,01,OR02,20,0,0
8/25/21,OR,02,OR01,20,0,0
8/25/21,OR,03,OR05,20,0,0
8/25/21,OR,04,OR07,20,0,0
8/25/21,CF,01,CF03,20,0,0
8/25/21,CF,02,CF06,20,0,0
8/25/21,CF,03,CF04,20,0,0
8/25/21,CF,04,CF05,20,0,0
6/22/22,OR,01,OR02,14,0,0
6/22/22,OR,02,OR01,14,0,0
6/22/22,OR,03,OR05,14,0,0
6/22/22,OR,04,OR07,14,0,0
6/22/22,CF,01,CF03,14,0,0
6/22/22,CF,02,CF06,14,0,0
6/22/22,CF,03,CF04,14,0,0
6/22/22,CF,04,CF05,14,0,0
7/6/22,OR,01,OR02,14,0,0
7/6/22,OR,02,OR01,14,0,0
7/6/22,OR,03,OR05,14,1,0.071428571
7/6/22,OR,04,OR07,14,0,0
7/6/22,CF,01,CF03,14,0,0
7/6/22,CF,02,CF06,14,0,0
7/6/22,CF,03,CF04,14,0,0
7/6/22,CF,04,CF05,14,0,0
7/20/22,OR,01,OR02,14,0,0
7/20/22,OR,02,OR01,14,4,0.285714286
7/20/22,OR,03,OR05,14,0,0
7/20/22,OR,04,OR07,14,3,0.214285714
7/20/22,CF,01,CF03,14,2,0.142857143
7/20/22,CF,02,CF06,14,0,0
7/20/22,CF,03,CF04,14,0,0
7/20/22,CF,04,CF05,14,0,0
8/1/22,OR,01,OR02,12,0,0
8/1/22,OR,02,OR01,12,0,0
8/1/22,OR,03,OR05,12,0,0
8/1/22,OR,04,OR07,12,0,0
8/1/22,CF,01,CF03,12,0,0
8/1/22,CF,02,CF06,12,0,0
8/1/22,CF,03,CF04,12,0,0
8/1/22,CF,04,CF05,12,0,0
8/17/22,OR,01,OR02,16,0,0
8/17/22,OR,02,OR01,16,0,0
8/17/22,OR,03,OR05,16,0,0
8/17/22,OR,04,OR07,16,0,0
8/17/22,CF,01,CF03,16,0,0
8/17/22,CF,02,CF06,16,0,0
8/17/22,CF,03,CF04,16,0,0
8/17/22,CF,04,CF05,16,0,0
8/31/22,OR,01,OR02,14,0,0
8/31/22,OR,02,OR01,14,0,0
8/31/22,OR,03,OR05,14,0,0
8/31/22,OR,04,OR07,14,0,0
8/31/22,CF,01,CF03,14,0,0
8/31/22,CF,02,CF06,14,0,0
8/31/22,CF,03,CF04,14,0,0
8/31/22,CF,04,CF05,14,0,0
9/14/22,OR,01,OR02,14,0,0
9/14/22,OR,02,OR01,14,0,0
9/14/22,OR,03,OR05,14,0,0
9/14/22,OR,04,OR07,14,0,0
9/14/22,CF,01,CF03,14,0,0
9/14/22,CF,02,CF06,14,0,0
9/14/22,CF,03,CF04,14,0,0
9/14/22,CF,04,CF05,14,0,0
5/20/23,OR,01,OR02,15,1,0.066666667
5/20/23,OR,02,OR01,15,0,0
5/20/23,OR,03,OR05,15,0,0
5/20/23,OR,04,OR07,15,1,0.066666667
5/20/23,CF,01,CF06,15,0,0
5/20/23,CF,02,CF03,15,0,0
5/20/23,CF,03,CF04,15,0,0
5/20/23,CF,04,CF05,15,0,0
6/10/23,OR,01,OR02,21,0,0
6/10/23,OR,02,OR01,21,0,0
6/10/23,OR,03,OR05,21,0,0
6/10/23,OR,04,OR07,21,1,0.047619048
6/10/23,CF,01,CF03,21,3,0.142857143
6/10/23,CF,02,CF06,21,1,0.047619048
6/10/23,CF,03,CF04,21,0,0
6/10/23,CF,04,CF05,21,0,0
6/24/23,OR,01,OR02,14,7,0.5
6/24/23,OR,02,OR01,14,1,0.071428571
6/24/23,OR,03,OR05,14,3,0.214285714
6/24/23,OR,04,OR07,14,2,0.142857143
6/24/23,CF,01,CF03,14,13,0.928571429
6/24/23,CF,02,CF06,14,1,0.071428571
6/24/23,CF,03,CF04,14,2,0.142857143
6/24/23,CF,04,CF05,14,0,0
7/8/23,OR,01,OR02,14,1,0.071428571
7/8/23,OR,02,OR01,14,4,0.285714286
7/8/23,OR,03,OR05,14,1,0.071428571
7/8/23,OR,04,OR07,14,5,0.357142857
7/8/23,CF,01,CF03,14,1,0.071428571
7/8/23,CF,02,CF06,14,4,0.285714286
7/8/23,CF,03,CF04,14,0,0
7/8/23,CF,04,CF05,14,2,0.142857143
7/20/23,OR,01,OR02,12,2,0.166666667
7/20/23,OR,02,OR01,12,1,0.083333333
7/20/23,OR,03,OR05,12,5,0.416666667
7/20/23,OR,04,OR07,12,12,1
7/20/23,CF,01,CF03,12,4,0.333333333
7/20/23,CF,02,CF06,12,2,0.166666667
7/20/23,CF,03,CF04,12,0,0
7/20/23,CF,04,CF05,12,0,0
8/3/23,OR,01,OR02,14,0,0
8/3/23,OR,02,OR01,14,0,0
8/3/23,OR,03,OR05,14,1,0.071428571
8/3/23,OR,04,OR07,14,0,0
8/3/23,CF,01,CF03,14,0,0
8/3/23,CF,02,CF06,14,0,0
8/3/23,CF,03,CF04,14,0,0
8/3/23,CF,04,CF05,14,0,0
8/22/23,OR,01,OR02,19,0,0
8/22/23,OR,02,OR01,19,1,0.052631579
8/22/23,OR,03,OR05,19,0,0
8/22/23,OR,04,OR07,19,0,0
8/22/23,CF,01,CF03,19,0,0
8/22/23,CF,02,CF04,19,0,0
8/22/23,CF,03,CF06,19,0,0
8/22/23,CF,04,CF05,19,0,0
9/6/23,OR,01,OR02,15,0,0
9/6/23,OR,02,OR01,15,0,0
9/6/23,OR,03,OR05,15,0,0
9/6/23,OR,04,OR07,15,0,0
9/6/23,CF,01,CF03,15,0,0
9/6/23,CF,02,CF06,15,0,0
9/6/23,CF,03,CF04,15,0,0
9/6/23,CF,04,CF05,15,0,0
5/11/24,OR,01,OR02,17,0,0
5/11/24,OR,02,OR01,17,0,0
5/11/24,OR,03,OR05,17,0,0
5/11/24,OR,04,OR07,17,1,0.058823529
5/11/24,CF,01,CF03,17,1,0.058823529
5/11/24,CF,02,CF06,17,0,0
5/11/24,CF,03,CF04,17,0,0
5/11/24,CF,04,CF05,17,0,0
6/8/24,OR,01,OR02,30,0,0
6/8/24,OR,02,OR01,30,0,0
6/8/24,OR,03,OR05,30,0,0
6/8/24,OR,04,OR07,30,0,0
6/8/24,CF,01,CF03,30,0,0
6/8/24,CF,02,CF06,30,1,0.033333333
6/8/24,CF,03,CF04,30,0,0
6/8/24,CF,04,CF05,30,0,0
6/27/24,OR,01,OR07,19,0,0
6/27/24,OR,02,OR05,19,5,0.263157895
6/27/24,OR,03,OR01,19,0,0
6/27/24,OR,04,OR02,19,3,0.157894737
6/27/24,CF,01,CF05,19,4,0.210526316
6/27/24,CF,02,CF04,19,3,0.157894737
6/27/24,CF,03,CF06,19,1,0.052631579
6/27/24,CF,04,CF03,19,1,0.052631579
7/10/24,OR,01,OR02,13,3,0.230769231
7/11/24,OR,02,OR01,13,3,0.230769231
7/12/24,OR,03,OR05,13,3,0.230769231
7/13/24,OR,04,OR07,13,7,0.538461538
7/14/24,CF,01,CF03,13,8,0.615384615
7/15/24,CF,02,CF06,13,4,0.307692308
7/16/24,CF,03,CF04,13,8,0.615384615
7/10/24,CF,04,CF05,13,5,0.384615385
7/25/24,OR,01,OR02,15,0,0
7/25/24,OR,02,OR01,15,0,0
7/25/24,OR,03,OR05,15,1,0.066666667
7/25/24,OR,04,OR07,15,1,0.066666667
7/25/24,CF,01,CF03,15,1,0.066666667
7/25/24,CF,02,CF06,15,0,0
7/25/24,CF,03,CF04,15,0,0
7/25/24,CF,04,CF05,15,0,0
8/7/24,OR,01,OR02,13,0,0
8/7/24,OR,02,OR01,13,0,0
8/7/24,OR,03,OR05,13,0,0
8/7/24,OR,04,OR07,13,1,0.076923077
8/7/24,CF,01,CF03,13,0,0
8/7/24,CF,02,CF06,13,0,0
8/7/24,CF,03,CF04,13,0,0
8/7/24,CF,04,CF05,13,0,0
8/22/24,OR,01,OR02,15,0,0
8/22/24,OR,02,OR01,15,0,0
8/22/24,OR,03,OR05,15,0,0
8/22/24,OR,04,OR07,15,0,0
8/22/24,CF,01,CF03,15,0,0
8/22/24,CF,02,CF06,15,0,0
8/22/24,CF,03,CF04,15,0,0
8/22/24,CF,04,CF05,15,0,0
9/5/24,OR,01,OR02,14,0,0
9/5/24,OR,02,OR01,14,0,0
9/5/24,OR,03,OR05,14,0,0
9/5/24,OR,04,OR07,14,0,0
9/5/24,CF,01,CF03,14,0,0
9/5/24,CF,02,CF06,14,0,0
9/5/24,CF,03,CF04,14,0,0
9/5/24,CF,04,CF05,14,0,0
9/20/24,OR,01,OR02,15,0,0
9/20/24,OR,02,OR01,15,0,0
9/20/24,OR,03,OR05,15,0,0
9/20/24,OR,04,OR07,15,0,0
9/20/24,CF,01,CF03,15,0,0
9/20/24,CF,02,CF06,15,0,0
9/20/24,CF,03,CF04,15,0,0
9/20/24,CF,04,CF05,15,0,0
